22	17702242	17703732	+
22	17706709	17706824	+
22	17726676	17730854	+
22	17734137	17735590	-
22	17738016	17738228	-
22	17739348	17741193	-
22	17743802	17744012	-
22	17750104	17750173	-
22	17764179	17764258	-
22	17773609	17774041	-
22	17774380	17774494	-
22	17774639	17774664	-
22	17774692	17774769	-
22	17777321	17779480	+
22	17787648	17790915	-
22	17790945	17791070	-
22	17791201	17791666	-
22	17793728	17793793	-
22	17803553	17803860	-
22	17808843	17808936	-
22	17810702	17811496	-
22	17812506	17815668	-
22	17816689	17816783	-
22	17817310	17819128	-
22	17821426	17821508	-
22	17822029	17822169	-
22	17822946	17823059	-
22	17826453	17826515	-
22	17827643	17827780	-
22	17831853	17832106	-
22	17834327	17834548	-
22	17839591	17842481	-
22	17860162	17864985	-
22	17865923	17866011	-
22	17871836	17872022	-
22	17872746	17872853	-
22	17875210	17875325	-
22	17875446	17875553	-
22	17876407	17876871	-
22	17879345	17879401	-
22	17881204	17881302	-
22	17884274	17884357	-
22	17885877	17886050	-
22	17887169	17887231	-
22	17887322	17887434	-
22	17889033	17889229	-
22	17891484	17891631	-
22	17893807	17893903	-
22	17895283	17895409	-
22	17896245	17896360	-
22	17896723	17896980	-
22	17899447	17899547	-
22	17900841	17900996	-
22	17901877	17901978	-
22	17902630	17902746	-
22	17904631	17904838	-
22	17906548	17906885	-
22	17980867	17980960	-
22	17983204	17983286	-
22	17983341	17983618	-
22	18001088	18001179	-
22	18001392	18001500	-
22	18004269	18006614	-
22	18007161	18007307	-
22	18019213	18019410	+
22	18019735	18019800	+
22	18020113	18020199	+
22	18024280	18024558	-
22	18029384	18029553	+
22	18035759	18037967	+
22	18076526	18077061	-
22	18077185	18078883	-
22	18079873	18080013	+
22	18081465	18081674	-
22	18083436	18083731	+
22	18085111	18085257	+
22	18087971	18105395	+
22	18110330	18110575	+
22	18110686	18131730	+
22	18145655	18146553	+
22	18149898	18150221	+
22	18157557	18157819	+
22	18160171	18160267	+
22	18161789	18161934	+
22	18167254	18167333	+
22	18167889	18168035	+
22	18169843	18169938	+
22	18170752	18170919	+
22	18173149	18173280	+
22	18173792	18173841	+
22	18176771	18177396	+
22	18178037	18178464	-
22	18183109	18184065	-
22	18188622	18188655	-
22	18189121	18189182	-
22	18191182	18191247	-
22	18196156	18196242	-
22	18199189	18199213	-
22	18199682	18199740	-
22	18205774	18205914	-
22	18340144	18340315	+
22	18340839	18340975	+
22	18344491	18344678	+
22	18344911	18345037	+
22	18345140	18345252	+
22	18345334	18345447	+
22	18345752	18345898	+
22	18361822	18362256	-
22	18366900	18367856	-
22	18368390	18370712	-
22	18372922	18372955	-
22	18373421	18373482	-
22	18374105	18374220	+
22	18375430	18375688	+
22	18380455	18380541	-
22	18383486	18383510	-
22	18383979	18384037	-
22	18386385	18386596	-
22	18389908	18389966	-
22	18390818	18391104	-
22	18400406	18404205	-
22	18486998	18487256	-
22	18487868	18488582	-
22	18489202	18489265	+
22	18489731	18490144	+
22	18491142	18491246	-
22	18494559	18495515	+
22	18500155	18500582	+
22	18501793	18501848	-
22	18511885	18512186	-
22	18516343	18516646	-
22	18516951	18517064	-
22	18517146	18517258	-
22	18517361	18517488	-
22	18517721	18517930	-
22	18518062	18518160	-
22	18524619	18524934	+
22	18527156	18527625	+
22	18527801	18528275	+
22	18528558	18529092	+
22	18529408	18529496	+
22	18529605	18530572	+
22	18533645	18534052	-
22	18535244	18535327	-
22	18535858	18537864	-
22	18538022	18538557	-
22	18538639	18538743	-
22	18539227	18539336	-
22	18540401	18540471	-
22	18540572	18540644	-
22	18543666	18543736	-
22	18544651	18544780	-
22	18547245	18547420	-
22	18548010	18548468	-
22	18548669	18548827	-
22	18552472	18552572	-
22	18574574	18574699	-
22	18577772	18577967	-
22	18605354	18605496	+
22	18605801	18611918	-
22	18615580	18615899	+
22	18623338	18623510	-
22	18623975	18624138	-
22	18624627	18624771	-
22	18625013	18625288	-
22	18636444	18636804	-
22	18636911	18636979	-
22	18637323	18637387	-
22	18637491	18637661	-
22	18638237	18638404	-
22	18650022	18653616	-
22	18715814	18719340	+
22	18733913	18734053	+
22	18736031	18736089	+
22	18736558	18736582	+
22	18739529	18739615	+
22	18744509	18744574	+
22	18746573	18746634	+
22	18747100	18747133	+
22	18751868	18752824	+
22	18756347	18757905	+
22	18773664	18773967	-
22	18774272	18774385	-
22	18774467	18774579	-
22	18774682	18774808	-
22	18775041	18775250	-
22	18778729	18778865	-
22	18779389	18779538	-
22	18781588	18781745	-
22	18782138	18782330	-
22	18787530	18787616	-
22	18787744	18787879	-
22	18791058	18791225	-
22	18791772	18791848	-
22	18791967	18792053	-
22	18792261	18792332	-
22	18794412	18794803	-
22	18805428	18805478	-
22	18824927	18825000	-
22	18833693	18834437	+
22	18843292	18843398	-
22	18846810	18848325	+
22	18850117	18851842	+
22	18852218	18852593	+
22	18852875	18852941	+
22	18853649	18853754	+
22	18854747	18854932	+
22	18855620	18855782	-
22	18855789	18855917	+
22	18856259	18856364	-
22	18856574	18857488	+
22	18858381	18861048	+
22	18873542	18873664	-
22	18875878	18875911	-
22	18876377	18876438	-
22	18878438	18878503	-
22	18883412	18883498	-
22	18883501	18884681	-
22	18886445	18886469	-
22	18886938	18886996	-
22	18894328	18894406	-
22	18906027	18906113	+
22	18906222	18906483	+
22	18906564	18908268	+
22	18908662	18908692	+
22	18909979	18910097	+
22	18910171	18910388	+
22	18910887	18911027	+
22	18911539	18914237	+
22	18914529	18916987	-
22	18918315	18918490	-
22	18919450	18922403	-
22	18922816	18924001	-
22	18924724	18925199	-
22	18925687	18925721	-
22	18930989	18931197	-
22	18934761	18934827	-
22	18936014	18936552	-
22	18945122	18945168	+
22	18946790	18946970	+
22	18951933	18959511	-
22	18970513	18970657	+
22	18980694	18980779	-
22	18981235	18981324	-
22	18985835	18986018	+
22	18987756	18987899	+
22	18988090	18988194	+
22	18989416	18989464	+
22	18989579	18994627	+
22	18997137	18997594	-
22	18998273	18998528	+
22	19002866	19002924	+
22	19005832	19005941	+
22	19014352	19014505	+
22	19014597	19014785	+
22	19017833	19020247	+
22	19023055	19023549	+
22	19030781	19031241	+
22	19031563	19031682	-
22	19031996	19032082	-
22	19032198	19032355	-
22	19032465	19032531	-
22	19032833	19032939	-
22	19033043	19033212	-
22	19033791	19033950	-
22	19034528	19034563	-
22	19036281	19039120	-
22	19041057	19041958	-
22	19045255	19045366	+
22	19046161	19048374	-
22	19048378	19048642	-
22	19055800	19056022	+
22	19056332	19056511	+
22	19056985	19057161	-
22	19060565	19060954	-
22	19061040	19061842	-
22	19063201	19063277	-
22	19064847	19065066	-
22	19065184	19065188	-
22	19065755	19065903	-
22	19068095	19068224	-
22	19089367	19089489	-
22	19121528	19121951	+
22	19122127	19122453	-
22	19124308	19125645	-
22	19125668	19125840	-
22	19128092	19128448	-
22	19130278	19134474	-
22	19135059	19135174	-
22	19137322	19137431	-
22	19138214	19138478	-
22	19139158	19139291	-
22	19139611	19139728	-
22	19139854	19140023	-
22	19142537	19142632	-
22	19142725	19142893	-
22	19144056	19144683	-
22	19148575	19149094	-
22	19149662	19149915	-
22	19150024	19150282	-
22	19171394	19172838	+
22	19175574	19176243	-
22	19176420	19176493	-
22	19176577	19176692	-
22	19176845	19176949	-
22	19177119	19177203	-
22	19177726	19178520	-
22	19178579	19178829	-
22	19179472	19179968	-
22	19180198	19180237	-
22	19180730	19184830	-
22	19187557	19187727	-
22	19187980	19188090	-
22	19191303	19191434	-
22	19196265	19196655	-
22	19199733	19199840	-
22	19201328	19201492	-
22	19207517	19207675	-
22	19208153	19208310	-
22	19208921	19209326	-
22	19210325	19210508	-
22	19216110	19216255	-
22	19219884	19220006	-
22	19221376	19221610	-
22	19221950	19222092	-
22	19222683	19222808	-
22	19223890	19224053	-
22	19225452	19225632	-
22	19226218	19226382	-
22	19229837	19229974	-
22	19232475	19232820	-
22	19233165	19233317	-
22	19233421	19233621	-
22	19234508	19234705	-
22	19235695	19235868	-
22	19238442	19238738	-
22	19239274	19239387	-
22	19242774	19242935	-
22	19249872	19249965	+
22	19253958	19254226	-
22	19257519	19258805	+
22	19275622	19275829	-
22	19291599	19291715	-
22	19330697	19331555	-
22	19351357	19351445	-
22	19353355	19353518	-
22	19353995	19354117	-
22	19355759	19355864	-
22	19356229	19356287	-
22	19356889	19357050	-
22	19359335	19359483	-
22	19361236	19361340	-
22	19361726	19361930	-
22	19365765	19366043	+
22	19375630	19375791	-
22	19377868	19378065	-
22	19383619	19383704	-
22	19385520	19385735	-
22	19387710	19387815	-
22	19388483	19388553	-
22	19392100	19392213	-
22	19394341	19394508	-
22	19396786	19396946	-
22	19397991	19398086	-
22	19405785	19405879	-
22	19407183	19407273	-
22	19408482	19408592	-
22	19410715	19410777	-
22	19430090	19430262	-
22	19431439	19431732	-
22	19431901	19432858	+
22	19432938	19433347	+
22	19434735	19434893	+
22	19435637	19436074	+
22	19440885	19441693	-
22	19441776	19444389	-
22	19447377	19447544	-
22	19447664	19448324	-
22	19448441	19454829	+
22	19455679	19455767	-
22	19456502	19456961	+
22	19458070	19458138	-
22	19465201	19468002	-
22	19471686	19471807	-
22	19475067	19475099	-
22	19475469	19475601	-
22	19478762	19479214	-
22	19479458	19479570	+
22	19479737	19480216	+
22	19480952	19481044	+
22	19482689	19482826	+
22	19483861	19484004	+
22	19494326	19494381	+
22	19494473	19494601	+
22	19495980	19496028	+
22	19497385	19497446	+
22	19499100	19499150	+
22	19505053	19505480	+
22	19507385	19507516	+
22	19507765	19507863	+
22	19508529	19508690	+
22	19514748	19514886	+
22	19514964	19515047	+
22	19516433	19516644	+
22	19516816	19516892	+
22	19518843	19518908	+
22	19520480	19520611	+
22	19523023	19525422	-
22	19526516	19527544	-
22	19565202	19566838	-
22	19630749	19631126	-
22	19631719	19632166	-
22	19633447	19633573	-
22	19667022	19667198	+
22	19667445	19667554	+
22	19714463	19714630	+
22	19714674	19714790	+
22	19717219	19718817	+
22	19718941	19719054	+
22	19719434	19719697	+
22	19719805	19720237	+
22	19720319	19720453	+
22	19720548	19720665	+
22	19720767	19720873	+
22	19721639	19723578	+
22	19723853	19724771	+
22	19756702	19756744	+
22	19759557	19759676	+
22	19760904	19761279	+
22	19763240	19763701	+
22	19764154	19764325	+
22	19764957	19765112	+
22	19765757	19765824	+
22	19765901	19766326	+
22	19766388	19767333	+
22	19779219	19779545	+
22	19782912	19783031	+
22	19783223	19788959	-
22	19792293	19793093	+
22	19801998	19802215	-
22	19806658	19806756	-
22	19812284	19812446	-
22	19820597	19820722	-
22	19821227	19821374	-
22	19846137	19852485	-
22	19854442	19854938	-
22	19875516	19877233	-
22	19878089	19878186	-
22	19878365	19878436	-
22	19880178	19880270	-
22	19880621	19881368	-
22	19883324	19884503	-
22	19887288	19887969	+
22	19891437	19891759	-
22	19893901	19895319	-
22	19895406	19895580	-
22	19898038	19898129	-
22	19899048	19899067	-
22	19910934	19911070	-
22	19911257	19911446	-
22	19914899	19915275	-
22	19915764	19916365	-
22	19918142	19918220	-
22	19918859	19919003	-
22	19919542	19919598	-
22	19931029	19931097	-
22	19932356	19932552	-
22	19933433	19933525	-
22	19937982	19938178	-
22	19941606	19941991	+
22	19950941	19951051	+
22	19951502	19951653	+
22	19961198	19961288	+
22	19961696	19961873	+
22	19962232	19962875	+
22	19963344	19963370	+
22	19963565	19963833	+
22	19964109	19965644	+
22	19967163	19967693	+
22	19968535	19970742	+
22	19971215	19971334	-
22	19971885	19971970	-
22	19972357	19972410	-
22	19972736	19972826	-
22	19972924	19973035	-
22	19973118	19973316	-
22	19973642	19973792	-
22	19974111	19974277	-
22	19975685	19975761	-
22	19976705	19976722	-
22	19977414	19977585	-
22	19977957	19978074	-
22	19978896	19979415	-
22	19979742	19981736	-
22	19981932	19982090	-
22	19983672	19983752	-
22	19986650	19986682	-
22	19987072	19987189	-
22	19990584	19990811	-
22	20010454	20010507	-
22	20016588	20016807	-
22	20017013	20017191	+
22	20019180	20019298	+
22	20021068	20021297	+
22	20033138	20033219	+
22	20036758	20037093	+
22	20043354	20043442	+
22	20047969	20048327	+
22	20052464	20052583	+
22	20053359	20056240	+
22	20058029	20058472	-
22	20061173	20061226	+
22	20061529	20061801	+
22	20062979	20063152	-
22	20063337	20063441	+
22	20063572	20063597	+
22	20064541	20066433	+
22	20067013	20067248	-
22	20069042	20069164	-
22	20069970	20070568	-
22	20070715	20070964	+
22	20080231	20080382	+
22	20080568	20080684	+
22	20085686	20087320	+
22	20089668	20090257	+
22	20091434	20091631	+
22	20091868	20091969	+
22	20092808	20092906	+
22	20094711	20094794	+
22	20106176	20106276	+
22	20106566	20107035	+
22	20107270	20109183	+
22	20110024	20113377	+
22	20113431	20113560	-
22	20113649	20113807	-
22	20114573	20114684	-
22	20114685	20114750	-
22	20114760	20114875	-
22	20114964	20115811	-
22	20115937	20116611	+
22	20116882	20117391	-
22	20117423	20117663	+
22	20117781	20118312	+
22	20119012	20119528	+
22	20122263	20122696	+
22	20124138	20125487	+
22	20126302	20127356	+
22	20129455	20129541	+
22	20131806	20132050	+
22	20139193	20139314	+
22	20139477	20139634	+
22	20139719	20139908	+
22	20139936	20140216	+
22	20140404	20140707	+
22	20140870	20141011	+
22	20141216	20141336	+
22	20141420	20141531	+
22	20142755	20143755	+
22	20145228	20148006	+
22	20148426	20148799	-
22	20148874	20148923	-
22	20149186	20149243	-
22	20149411	20149475	-
22	20149580	20149639	-
22	20149723	20149902	-
22	20149954	20150058	-
22	20150142	20150249	-
22	20150467	20151064	-
22	20198728	20199250	-
22	20200054	20201325	-
22	20204332	20204498	-
22	20204652	20204917	-
22	20206396	20208523	+
22	20241414	20243109	-
22	20243405	20243683	-
22	20249133	20249210	-
22	20267608	20267688	-
22	20268070	20268530	-
22	20268998	20269364	-
22	20271589	20271746	-
22	20277740	20277832	-
22	20283042	20283245	-
22	20299759	20300031	+
22	20303268	20303305	+
22	20303720	20303799	+
22	20304835	20304916	+
22	20306464	20306556	+
22	20306678	20306824	+
22	20307785	20307960	+
22	20309289	20309387	+
22	20312888	20312965	+
22	20313042	20313215	+
22	20314275	20314823	-
22	20315335	20315475	-
22	20316118	20316218	-
22	20318118	20318748	-
22	20319638	20319798	-
22	20319878	20320079	-
22	20320738	20321202	+
22	20338804	20339015	+
22	20340995	20341054	+
22	20341523	20341547	+
22	20343202	20343514	-
22	20344232	20344364	-
22	20344493	20344579	+
22	20349485	20349550	+
22	20350577	20350930	-
22	20351554	20351615	+
22	20352081	20352254	+
22	20352510	20354046	+
22	20354339	20354371	+
22	20363620	20363673	-
22	20364185	20364316	-
22	20366566	20366733	-
22	20367547	20367642	-
22	20369428	20369574	-
22	20370119	20370198	-
22	20372535	20372695	-
22	20375489	20375634	-
22	20377154	20377250	-
22	20380775	20380819	-
22	20387425	20387432	-
22	20389605	20389614	-
22	20390496	20390569	-
22	20390738	20390757	-
22	20394114	20395417	+
22	20399510	20401371	+
22	20405376	20408460	+
22	20416796	20416898	-
22	20424814	20426281	-
22	20427397	20427549	-
22	20429224	20429354	-
22	20429535	20429652	-
22	20429729	20429925	-
22	20430428	20430556	-
22	20430689	20430907	-
22	20431017	20431536	-
22	20431744	20431845	-
22	20431929	20431987	-
22	20437581	20437825	-
22	20441518	20442437	-
22	20446442	20446675	-
22	20450121	20451823	+
22	20456217	20456466	-
22	20457789	20457999	-
22	20464857	20465622	-
22	20471349	20471514	-
22	20475202	20475310	-
22	20481157	20481267	+
22	20481934	20482212	-
22	20482814	20484105	-
22	20488530	20489243	-
22	20489767	20489851	-
22	20491133	20491556	-
22	20491850	20492052	-
22	20493147	20493216	-
22	20495759	20495882	-
22	20495912	20496035	+
22	20500740	20500835	+
22	20507540	20507745	+
22	20508047	20508443	+
22	20518877	20518994	+
22	20522069	20522206	-
22	20522730	20523025	-
22	20523642	20523869	+
22	20524274	20524365	+
22	20537116	20537214	+
22	20550986	20551346	+
22	20551406	20551747	+
22	20552538	20552708	+
22	20553096	20553173	+
22	20554238	20555147	+
22	20564449	20564687	+
22	20566464	20566816	+
22	20568520	20568630	+
22	20573677	20575231	+
22	20581900	20583246	+
22	20583329	20585825	+
22	20586567	20587745	+
22	20587828	20588009	-
22	20588806	20589025	-
22	20589830	20590008	-
22	20590878	20590905	-
22	20591955	20592217	-
22	20602594	20602871	-
22	20603030	20603158	-
22	20603927	20604062	-
22	20604315	20604547	-
22	20604896	20605099	-
22	20606177	20606275	-
22	20606732	20606821	-
22	20607410	20607555	-
22	20610628	20610714	-
22	20613662	20613734	-
22	20616229	20616441	-
22	20621262	20621416	-
22	20621541	20621593	-
22	20621698	20621800	-
22	20621926	20622125	-
22	20622484	20622558	-
22	20622708	20622850	-
22	20624098	20624184	-
22	20626095	20626178	-
22	20627162	20627812	-
22	20632618	20632750	+
22	20638360	20638430	-
22	20638610	20639219	-
22	20652729	20654749	+
22	20656863	20656913	-
22	20667835	20668219	-
22	20670460	20670983	-
22	20689928	20691423	+
22	20694793	20694996	+
22	20696034	20696096	+
22	20696804	20696910	+
22	20697961	20698050	-
22	20698771	20698937	-
22	20701113	20702305	+
22	20702311	20702459	+
22	20702585	20702708	+
22	20702829	20702892	+
22	20702920	20703121	+
22	20703467	20703523	+
22	20703632	20704253	+
22	20704310	20704605	+
22	20707690	20708097	-
22	20709295	20709498	-
22	20709907	20711476	-
22	20712485	20712610	-
22	20712692	20713389	-
22	20714457	20714527	-
22	20714627	20714699	-
22	20717707	20717843	-
22	20718692	20718821	-
22	20721297	20722008	-
22	20726315	20726540	-
22	20727229	20727396	-
22	20727568	20727863	-
22	20729312	20729505	-
22	20729631	20729710	-
22	20729891	20730010	-
22	20732970	20733097	-
22	20733735	20734193	-
22	20734394	20734666	-
22	20736408	20736865	-
22	20742227	20742354	-
22	20742607	20742916	-
22	20744627	20744719	-
22	20747483	20747701	-
22	20749904	20749993	-
22	20751292	20751375	-
22	20751673	20751754	-
22	20752902	20753026	-
22	20753109	20753179	-
22	20761303	20761385	-
22	20764614	20764949	-
22	20765099	20765235	-
22	20765584	20765692	-
22	20773878	20774144	+
22	20779180	20780200	+
22	20783971	20784244	+
22	20786003	20786147	+
22	20786874	20787719	+
22	20793192	20793242	-
22	20793334	20793373	-
22	20796145	20796313	-
22	20798477	20798686	-
22	20798939	20799275	-
22	20799670	20799765	-
22	20801972	20802104	-
22	20803190	20803319	-
22	20804299	20804399	-
22	20804973	20805164	-
22	20807361	20807457	-
22	20810966	20811031	-
22	20813357	20813505	-
22	20818482	20818548	-
22	20819640	20819899	-
22	20820538	20820610	-
22	20824325	20824413	-
22	20834561	20834654	-
22	20838614	20838730	-
22	20858569	20858811	-
22	20858982	20859416	+
22	20859482	20859639	+
22	20870336	20871040	+
22	20881048	20881133	+
22	20883470	20883568	+
22	20887678	20891217	+
22	20917425	20918244	+
22	20933778	20934243	+
22	20949710	20953748	+
22	20957091	20957485	+
22	20964390	20964678	+
22	20965107	20965206	+
22	20965267	20965474	+
22	20966505	20967035	+
22	20967158	20967302	+
22	20967723	20967974	+
22	20973288	20973677	+
22	20973757	20973866	+
22	20974062	20974171	+
22	20974251	20974296	+
22	20974512	20974620	+
22	20974703	20974815	+
22	20975691	20975777	+
22	20976214	20976305	+
22	20976407	20976537	+
22	20976650	20976765	+
22	20976866	20977775	+
22	20977887	20978004	+
22	20979270	20979368	+
22	20979461	20981359	+
22	20981360	20981754	-
22	20982012	20982575	+
22	20983026	20983088	+
22	20985840	20985913	+
22	20986078	20986173	+
22	20987503	20987582	+
22	20988009	20988117	+
